career_name,career_cluster,R,I,A,S,E,C,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Pediatrician,Medical & Healthcare,5,10,4,9,6,4,8,9,7,9,4
AI/ML Engineer,Software & Tech,3,10,5,2,5,6,10,8,2,5,2
Environmental Scientist,Agriculture & Nature,5,8,2,4,5,4,9,8,4,5,3
Marine Captain,Skilled Trades & Construction,10,6,4,6,9,7,6,10,7,6,4
Speech Therapist,Education & Social,3,8,3,10,5,4,6,9,7,9,4
Agricultural Engineer,Agriculture & Nature,10,7,1,3,5,6,6,8,4,6,5
Criminal Judge,Law & Public Policy,2,7,1,7,9,7,7,10,5,5,3
Police Detective,Defense & Military,7,8,3,7,8,5,6,7,7,4,3
Commercial Pilot,Skilled Trades & Construction,10,7,2,4,8,8,7,10,6,7,4
Astronomer,Pure Science & Research,4,10,4,1,4,7,10,8,2,5,2
Clinical Psychologist,Medical & Healthcare,1,10,3,10,4,4,9,6,7,10,4
Fashion Designer,Arts & Design,4,4,10,5,8,2,8,6,8,7,5
Art Director,Arts & Design,2,4,10,4,8,5,9,7,9,5,5
Civil Engineer,Engineering & Core,8,8,4,5,6,6,6,8,6,6,4
Public Relations Specialist,Media & Journalism,3,5,7,9,9,7,8,9,10,8,3
Mechanical Engineer,Engineering & Core,8,9,4,2,4,5,5,7,5,7,2
Public Relations Specialist,Media & Journalism,4,4,7,8,9,6,9,8,10,7,4
Marketing Director,Business & Finance,2,5,7,7,10,4,10,8,9,7,3
Human Rights Advocate,Law & Public Policy,2,4,3,10,8,4,8,7,10,10,5
University Professor,Education & Social,3,8,5,8,7,3,10,9,7,9,3
Cardiothoracic Surgeon,Medical & Healthcare,8,9,2,8,8,6,7,10,4,5,2
Data Scientist,Software & Tech,3,10,4,2,5,7,9,8,5,4,3
Research Chemist,Pure Science & Research,7,10,4,4,4,8,8,8,5,6,3
Strength & Conditioning Coach,Sports & Fitness,8,6,2,7,8,4,7,8,9,7,1
Theoretical Physicist,Pure Science & Research,4,10,4,2,4,6,9,8,3,6,2
Corporate Lawyer,Law & Public Policy,1,7,3,5,10,7,8,9,10,3,3
Criminal Judge,Law & Public Policy,3,9,3,6,10,9,6,10,6,3,2
Social Worker,Education & Social,1,5,4,9,7,5,5,8,9,9,3
Electrical Engineer,Engineering & Core,8,9,2,2,5,7,7,8,4,7,4
Civil Architect,Skilled Trades & Construction,7,8,9,3,5,5,8,7,6,6,5
Wildlife Conservationist,Agriculture & Nature,9,7,2,4,5,4,8,8,6,6,5
Investigative Journalist,Media & Journalism,3,8,8,6,8,5,9,7,7,5,2
Geologist,Agriculture & Nature,7,9,2,3,5,5,7,8,3,5,1
Robotics Engineer,Engineering & Core,9,10,3,4,3,8,9,7,3,6,3
Research Chemist,Pure Science & Research,6,10,3,3,5,7,7,10,3,5,4
Sports Physiotherapist,Sports & Fitness,7,8,2,9,4,5,7,8,9,10,3
Clinical Psychologist,Medical & Healthcare,3,8,4,10,5,5,7,7,6,9,3
Cyber Security Analyst,Software & Tech,4,9,2,1,5,9,7,10,3,5,6
Clinical Psychologist,Medical & Healthcare,2,8,5,10,5,4,7,6,6,10,4
Investment Banker,Business & Finance,1,5,3,7,10,8,6,9,9,4,3
Speech Therapist,Education & Social,2,6,4,10,5,5,6,8,6,8,2
Registered Nurse,Medical & Healthcare,7,8,3,10,3,7,6,8,7,8,5
Public Policy Analyst,Law & Public Policy,2,9,5,6,8,7,7,8,6,5,4
News Anchor,Media & Journalism,4,5,8,9,10,6,6,8,9,7,4
Marketing Director,Business & Finance,2,5,7,9,9,7,9,7,10,7,3
Clinical Psychologist,Medical & Healthcare,3,10,4,10,5,3,9,6,5,9,4
Human Rights Advocate,Law & Public Policy,2,4,4,10,8,6,8,7,10,8,5
Registered Nurse,Medical & Healthcare,6,7,3,10,3,6,6,10,9,9,6
Intelligence Analyst,Defense & Military,3,9,2,5,8,9,7,10,3,3,3
Criminal Judge,Law & Public Policy,4,9,1,7,9,9,5,9,6,5,4
Registered Nurse,Medical & Healthcare,6,8,2,10,5,7,5,9,8,8,5
Sports Physiotherapist,Sports & Fitness,9,7,3,10,5,4,6,8,8,9,4
Data Scientist,Software & Tech,2,10,4,2,6,9,9,9,3,5,3
Commercial Pilot,Skilled Trades & Construction,9,7,1,3,7,7,6,10,7,5,2
Hotel General Manager,Hospitality & Culinary,3,4,3,9,10,8,7,8,8,8,3
Human Rights Advocate,Law & Public Policy,3,6,4,10,9,3,7,7,9,8,4
Fighter Pilot,Defense & Military,10,8,2,5,8,6,7,8,7,5,2
Chartered Accountant (CA),Business & Finance,1,6,1,4,6,10,6,9,3,5,3
Astronomer,Pure Science & Research,4,10,1,2,5,7,9,9,2,6,2
Astronomer,Pure Science & Research,4,10,3,1,4,8,10,7,2,4,3
News Anchor,Media & Journalism,4,6,9,9,9,6,8,8,10,7,3
Corporate Lawyer,Law & Public Policy,1,8,4,6,10,8,7,10,9,4,3
AI/ML Engineer,Software & Tech,2,10,5,4,6,5,9,9,3,6,5
Commercial Pilot,Skilled Trades & Construction,9,9,2,5,8,9,6,10,5,6,2
AI/ML Engineer,Software & Tech,1,10,4,3,5,6,10,8,3,4,2
Criminal Judge,Law & Public Policy,3,8,2,7,9,8,7,9,6,6,3
Executive Chef,Hospitality & Culinary,9,3,8,7,6,4,8,6,7,5,4
Interior Designer,Arts & Design,4,5,10,6,7,4,7,7,7,8,4
Pediatrician,Medical & Healthcare,3,9,3,9,6,5,7,9,8,8,2
Management Consultant,Business & Finance,1,8,6,6,7,6,7,8,9,7,2
Corporate Lawyer,Law & Public Policy,2,9,3,7,10,8,7,10,7,5,6
Intelligence Analyst,Defense & Military,5,8,3,3,8,8,8,9,4,5,3
Public Relations Specialist,Media & Journalism,4,3,7,6,10,8,8,8,10,8,5
Environmental Scientist,Agriculture & Nature,6,9,3,5,4,6,8,7,4,6,3
Physiotherapist,Medical & Healthcare,9,7,3,8,4,3,7,8,8,8,2
Financial Analyst,Business & Finance,2,7,3,5,6,10,7,9,6,6,4
Public Policy Analyst,Law & Public Policy,2,9,4,8,8,8,8,8,8,6,4
Interior Designer,Arts & Design,6,4,10,6,7,4,8,7,7,8,4
Career Counselor,Education & Social,2,6,5,9,5,7,8,7,9,9,3
News Anchor,Media & Journalism,4,5,7,8,10,5,6,8,10,7,4
Corporate Lawyer,Law & Public Policy,2,8,4,6,10,8,7,10,8,4,3
Public Policy Analyst,Law & Public Policy,1,8,5,7,9,6,7,7,6,6,4
Commercial Pilot,Skilled Trades & Construction,9,6,2,4,8,8,7,10,8,6,2
Public Policy Analyst,Law & Public Policy,3,9,4,5,7,6,7,9,7,7,5
Event Planner,Hospitality & Culinary,3,4,7,9,10,8,8,8,8,8,4
Interior Designer,Arts & Design,4,5,9,6,7,4,8,7,8,7,4
Interior Designer,Arts & Design,4,3,10,6,6,3,8,7,7,7,3
Police Detective,Defense & Military,7,10,2,6,7,7,7,8,6,6,3
Public Policy Analyst,Law & Public Policy,1,9,3,7,7,5,8,8,5,6,3
Human Rights Advocate,Law & Public Policy,3,6,7,10,10,5,8,7,8,9,5
Social Worker,Education & Social,3,5,5,10,7,5,4,7,8,10,5
Criminal Judge,Law & Public Policy,4,7,3,9,8,8,4,10,5,6,3
Cardiothoracic Surgeon,Medical & Healthcare,7,10,2,7,5,4,8,9,5,5,4
AI/ML Engineer,Software & Tech,1,10,4,2,6,7,9,9,4,5,4
Marketing Director,Business & Finance,2,4,6,7,10,5,8,8,10,7,3
Physiotherapist,Medical & Healthcare,6,7,3,9,7,4,7,7,7,8,3
Marketing Director,Business & Finance,1,5,8,8,9,5,8,7,10,7,3
Sports Physiotherapist,Sports & Fitness,8,8,2,8,5,3,5,8,8,9,4
Cyber Security Analyst,Software & Tech,5,8,1,2,6,10,9,9,5,5,6
Research Chemist,Pure Science & Research,7,10,2,3,4,8,7,10,3,5,2
Social Worker,Education & Social,2,5,4,10,5,7,7,8,8,10,5
Marine Captain,Skilled Trades & Construction,9,7,3,6,10,8,7,9,6,7,2
Special Education Teacher,Education & Social,2,6,6,10,4,5,9,8,7,9,5
Civil Architect,Skilled Trades & Construction,6,8,10,4,7,6,9,8,7,7,5
Master Electrician,Skilled Trades & Construction,10,8,2,1,4,6,7,8,5,5,4
Speech Therapist,Education & Social,3,7,3,10,4,6,7,8,8,9,4
Financial Analyst,Business & Finance,2,7,2,4,8,9,7,9,5,5,3
Investigative Journalist,Media & Journalism,2,9,9,6,10,6,9,8,8,5,4
Intelligence Analyst,Defense & Military,4,9,1,3,6,9,10,9,4,4,3
Cyber Security Analyst,Software & Tech,4,9,2,2,6,8,8,8,4,5,6
Civil Engineer,Engineering & Core,8,9,6,4,7,7,5,8,5,5,3
Aerospace Engineer,Engineering & Core,8,9,2,4,5,7,8,9,4,6,4
Human Rights Advocate,Law & Public Policy,2,6,6,10,9,5,8,8,9,9,4
Event Planner,Hospitality & Culinary,5,5,7,10,9,9,8,9,10,9,4
Professional Athlete,Sports & Fitness,10,4,3,6,8,2,6,8,8,5,3
Microbiologist,Pure Science & Research,7,10,3,4,4,8,7,9,4,6,3
Army Officer,Defense & Military,9,7,3,8,10,8,5,10,7,5,2
Astronomer,Pure Science & Research,4,10,5,2,3,5,9,8,4,6,2
Mechanical Engineer,Engineering & Core,9,8,3,2,5,5,7,7,5,6,3
Professional Athlete,Sports & Fitness,10,2,5,5,10,2,5,8,7,5,3
Public Relations Specialist,Media & Journalism,3,5,9,8,10,5,8,7,10,8,5
Fashion Designer,Arts & Design,5,4,10,4,8,3,9,6,7,7,4
Investigative Journalist,Media & Journalism,4,8,7,6,10,6,10,9,8,6,5
Commercial Pilot,Skilled Trades & Construction,9,7,2,3,7,9,6,8,5,7,2
Electrical Engineer,Engineering & Core,6,10,1,5,5,6,7,7,3,7,2
Public Policy Analyst,Law & Public Policy,1,10,5,6,8,7,9,7,6,6,5
Human Rights Advocate,Law & Public Policy,1,6,5,10,10,4,8,6,10,10,4
AI/ML Engineer,Software & Tech,2,10,5,3,6,7,9,6,3,6,3
Master Electrician,Skilled Trades & Construction,8,9,1,4,5,7,7,10,6,5,2
Financial Analyst,Business & Finance,3,9,2,3,7,10,7,10,7,5,3
Agricultural Engineer,Agriculture & Nature,9,9,1,4,4,5,5,8,5,5,3
Microbiologist,Pure Science & Research,7,10,2,3,3,8,8,8,6,7,3
Data Scientist,Software & Tech,2,10,4,2,7,9,9,8,3,4,3
Electrical Engineer,Engineering & Core,7,8,1,3,6,5,8,10,3,7,2
Cyber Security Analyst,Software & Tech,5,9,2,3,5,10,6,8,5,7,7
Pharmacist,Medical & Healthcare,4,9,1,7,6,10,7,10,5,5,3
University Professor,Education & Social,2,10,4,7,7,4,8,8,6,8,3
Intelligence Analyst,Defense & Military,4,10,2,3,8,8,8,9,4,4,2
Commercial Pilot,Skilled Trades & Construction,9,6,3,5,7,10,8,10,6,6,2
Cyber Security Analyst,Software & Tech,4,8,1,3,4,9,8,10,3,5,6
Clinical Psychologist,Medical & Healthcare,2,10,4,10,4,3,8,8,6,8,2
Career Counselor,Education & Social,1,5,5,9,8,7,7,7,9,9,4
Commercial Pilot,Skilled Trades & Construction,9,7,3,4,7,8,7,10,5,6,2
Investigative Journalist,Media & Journalism,3,8,8,8,8,4,10,7,9,6,3
Electrical Engineer,Engineering & Core,8,8,2,5,6,8,7,9,3,5,2
Chartered Accountant (CA),Business & Finance,2,5,2,5,8,9,6,10,4,6,3
Database Administrator,Software & Tech,3,7,3,3,5,9,8,10,4,5,3
Pediatrician,Medical & Healthcare,3,9,6,10,5,4,7,9,7,9,4
Civil Architect,Skilled Trades & Construction,6,7,10,5,6,5,10,9,7,7,2
UI/UX Designer,Arts & Design,2,7,10,6,7,4,9,5,6,7,6
Data Scientist,Software & Tech,2,10,3,2,6,9,9,9,4,5,4
Interior Designer,Arts & Design,7,3,10,7,8,3,7,9,6,6,3
Fighter Pilot,Defense & Military,10,7,2,3,8,7,8,10,7,5,2
University Professor,Education & Social,3,9,7,7,6,4,7,8,8,6,2
Commercial Pilot,Skilled Trades & Construction,8,8,1,4,7,8,6,10,5,6,2
Police Detective,Defense & Military,6,10,3,6,9,6,6,7,7,5,4
Environmental Scientist,Agriculture & Nature,6,9,3,4,5,5,8,8,5,5,3
Police Detective,Defense & Military,7,10,2,7,6,4,8,7,7,5,4
Sports Physiotherapist,Sports & Fitness,7,7,4,9,4,4,6,8,8,9,3
Master Electrician,Skilled Trades & Construction,10,8,3,3,5,9,7,9,6,5,4
Mechanical Engineer,Engineering & Core,9,8,3,3,5,6,7,9,6,6,3
Intelligence Analyst,Defense & Military,4,10,3,2,6,8,8,8,5,4,3
Event Planner,Hospitality & Culinary,5,5,7,9,10,7,8,10,8,8,4
Human Rights Advocate,Law & Public Policy,3,7,5,10,10,4,8,6,8,9,5
Special Education Teacher,Education & Social,2,6,6,10,5,4,7,8,9,9,4
Research Chemist,Pure Science & Research,7,10,3,1,3,7,8,9,4,4,5
Art Director,Arts & Design,2,5,10,6,7,4,8,7,9,5,4
Microbiologist,Pure Science & Research,6,10,3,3,4,9,9,9,4,6,3
Civil Architect,Skilled Trades & Construction,5,8,9,5,6,6,9,8,8,6,5
Police Detective,Defense & Military,6,9,1,8,10,6,7,8,7,3,4
Cardiothoracic Surgeon,Medical & Healthcare,8,9,2,7,6,6,7,10,8,5,4
Agricultural Engineer,Agriculture & Nature,7,7,2,2,4,6,6,7,5,7,4
Public Relations Specialist,Media & Journalism,3,4,7,8,10,6,8,7,10,7,4
Microbiologist,Pure Science & Research,7,10,2,3,4,7,8,10,4,7,3
Sports Physiotherapist,Sports & Fitness,8,7,3,8,6,6,7,8,8,9,1
Robotics Engineer,Engineering & Core,9,10,5,3,3,6,10,8,4,4,3
Intelligence Analyst,Defense & Military,5,9,2,4,8,9,8,9,4,5,3
Sports Data Analyst,Sports & Fitness,2,9,2,3,5,8,5,8,3,4,3
Civil Architect,Skilled Trades & Construction,7,9,9,5,6,6,9,9,5,7,2
Agricultural Engineer,Agriculture & Nature,9,8,3,2,5,5,7,9,6,6,4
Investment Banker,Business & Finance,1,10,2,7,9,8,6,9,9,6,3
Mechanical Engineer,Engineering & Core,9,8,5,3,6,5,6,8,6,6,3
Corporate Lawyer,Law & Public Policy,1,7,4,5,10,8,5,9,9,4,3
University Professor,Education & Social,2,8,4,8,6,3,9,8,7,9,4
Strength & Conditioning Coach,Sports & Fitness,8,6,4,8,7,4,6,8,9,7,3
Software Engineer,Software & Tech,3,9,2,3,4,8,7,9,6,5,4
Police Detective,Defense & Military,8,8,4,8,8,7,7,9,6,5,4
Research Chemist,Pure Science & Research,6,10,2,3,4,8,8,9,5,6,3
Mechanical Engineer,Engineering & Core,10,10,5,4,4,5,6,8,4,6,2
Human Rights Advocate,Law & Public Policy,3,6,7,10,9,4,9,8,8,8,5
Public Relations Specialist,Media & Journalism,3,6,8,9,10,6,7,7,10,9,4
Electrical Engineer,Engineering & Core,7,7,2,2,5,7,5,8,4,4,3
Electrical Engineer,Engineering & Core,8,8,2,3,6,6,6,8,3,7,2
Aerospace Engineer,Engineering & Core,7,10,2,3,7,6,7,9,4,5,3
Art Director,Arts & Design,4,4,10,6,9,4,9,6,7,8,4
Corporate Lawyer,Law & Public Policy,1,9,3,6,10,8,7,8,8,3,3
Cardiothoracic Surgeon,Medical & Healthcare,9,9,1,7,5,5,7,10,8,7,2
Pastry Chef / Baker,Hospitality & Culinary,9,3,9,3,5,4,8,9,6,8,4
Professional Athlete,Sports & Fitness,9,3,5,5,8,4,5,8,7,5,3
Aerospace Engineer,Engineering & Core,8,9,3,2,5,9,8,8,3,5,3
Environmental Scientist,Agriculture & Nature,6,10,4,4,5,5,8,8,5,6,4
Content Editor,Media & Journalism,3,7,8,4,6,8,8,10,6,6,4
Sports Physiotherapist,Sports & Fitness,9,8,4,8,5,2,7,8,8,10,2
Registered Nurse,Medical & Healthcare,6,8,2,10,5,7,7,7,8,9,6
Master Electrician,Skilled Trades & Construction,10,8,1,3,4,7,7,8,5,7,1
Investigative Journalist,Media & Journalism,2,8,8,9,10,4,10,9,8,6,5
Hotel General Manager,Hospitality & Culinary,2,4,2,9,10,7,7,8,9,8,3
Management Consultant,Business & Finance,2,9,5,7,10,7,9,8,9,6,3
Interior Designer,Arts & Design,5,2,9,6,8,4,8,6,6,8,5
Registered Nurse,Medical & Healthcare,6,7,4,10,5,6,7,9,9,10,6
Financial Analyst,Business & Finance,3,9,2,4,6,9,7,10,5,5,3
Wildlife Conservationist,Agriculture & Nature,8,8,2,6,5,5,8,7,6,6,4
Theoretical Physicist,Pure Science & Research,5,10,3,3,5,8,9,7,3,7,2
Aerospace Engineer,Engineering & Core,9,9,3,2,5,6,8,9,4,5,3
Investment Banker,Business & Finance,2,6,3,7,10,6,6,9,9,3,4
Executive Chef,Hospitality & Culinary,9,3,8,5,8,2,8,8,6,8,3
Fashion Designer,Arts & Design,3,2,10,4,7,2,10,6,8,4,6
Police Detective,Defense & Military,7,9,5,7,8,6,7,7,7,5,3
Executive Chef,Hospitality & Culinary,8,5,8,6,7,5,7,8,7,6,5
Corporate Lawyer,Law & Public Policy,2,8,4,6,10,7,8,10,8,4,6
Physiotherapist,Medical & Healthcare,9,8,2,9,6,5,5,9,7,8,3
Criminal Judge,Law & Public Policy,3,10,1,8,9,8,6,9,5,4,3
Public Relations Specialist,Media & Journalism,2,6,7,7,10,5,8,7,10,6,3
Police Detective,Defense & Military,7,9,4,7,9,6,6,8,7,6,3
Financial Analyst,Business & Finance,2,8,1,4,6,9,7,9,7,4,5
Robotics Engineer,Engineering & Core,8,10,4,5,4,5,10,7,3,6,4
Physiotherapist,Medical & Healthcare,7,9,2,10,5,3,7,6,7,6,2
Fighter Pilot,Defense & Military,10,8,1,4,7,8,8,9,7,6,3
Chartered Accountant (CA),Business & Finance,2,6,2,4,8,9,6,9,2,7,4
Wildlife Conservationist,Agriculture & Nature,8,7,3,4,5,3,7,8,8,6,5
Theoretical Physicist,Pure Science & Research,5,10,1,1,4,7,8,8,4,5,3
Physiotherapist,Medical & Healthcare,6,7,3,10,5,5,5,8,9,8,3
Clinical Psychologist,Medical & Healthcare,3,9,4,9,5,3,8,7,5,8,3
Chartered Accountant (CA),Business & Finance,2,7,1,6,8,10,5,10,3,5,3
Astronomer,Pure Science & Research,4,10,3,1,5,7,9,8,3,6,3
Hotel General Manager,Hospitality & Culinary,3,6,3,8,9,7,6,10,7,8,4
Speech Therapist,Education & Social,4,8,4,9,3,5,7,7,7,9,2
Environmental Scientist,Agriculture & Nature,6,9,3,3,5,6,7,8,5,6,3
Pharmacist,Medical & Healthcare,3,8,2,6,5,9,6,10,4,7,3
Intelligence Analyst,Defense & Military,4,10,2,4,6,9,8,10,5,4,2
Intelligence Analyst,Defense & Military,3,10,3,4,7,9,9,9,4,4,4
Social Worker,Education & Social,1,4,4,10,7,4,6,8,8,10,5
Clinical Psychologist,Medical & Healthcare,2,8,4,9,4,5,7,5,6,9,4
Financial Analyst,Business & Finance,3,7,3,2,7,9,8,7,6,3,5
Pastry Chef / Baker,Hospitality & Culinary,9,2,9,3,5,6,9,8,4,7,4
Software Engineer,Software & Tech,3,9,4,3,5,9,7,9,4,7,5
Investment Banker,Business & Finance,2,7,2,6,10,8,6,7,8,4,3
Geologist,Agriculture & Nature,8,10,1,2,5,4,7,8,4,5,4
Theoretical Physicist,Pure Science & Research,5,10,2,3,3,7,10,9,5,5,1
Electrical Engineer,Engineering & Core,7,8,3,3,5,6,6,8,5,5,4
Civil Engineer,Engineering & Core,9,8,5,3,8,6,6,8,6,5,3
Marketing Director,Business & Finance,1,7,7,8,9,3,7,7,9,8,3
Financial Analyst,Business & Finance,3,9,2,3,8,9,8,9,5,6,4
Professional Athlete,Sports & Fitness,10,3,4,7,7,4,6,9,8,6,3
Cyber Security Analyst,Software & Tech,5,9,3,3,7,8,9,9,4,5,5
Corporate Lawyer,Law & Public Policy,1,10,4,5,10,8,7,8,7,5,4
University Professor,Education & Social,3,9,5,7,6,4,8,9,8,8,3
Microbiologist,Pure Science & Research,6,10,2,2,5,9,9,9,4,5,2
Clinical Psychologist,Medical & Healthcare,2,8,4,10,4,4,8,7,5,10,6
Strength & Conditioning Coach,Sports & Fitness,10,7,3,8,7,4,6,8,10,4,2
Wildlife Conservationist,Agriculture & Nature,8,8,3,5,6,4,8,6,5,7,4
Investigative Journalist,Media & Journalism,3,9,9,6,8,4,9,7,7,7,4
Pastry Chef / Baker,Hospitality & Culinary,9,2,8,4,6,7,9,8,4,8,3
Theoretical Physicist,Pure Science & Research,3,9,4,2,4,8,10,8,2,5,4
Financial Analyst,Business & Finance,1,8,1,4,7,9,7,8,6,6,4
Content Editor,Media & Journalism,1,6,7,4,6,8,7,10,5,6,5
Corporate Lawyer,Law & Public Policy,2,7,3,5,10,7,7,9,8,3,4
Pediatrician,Medical & Healthcare,4,9,3,9,6,4,7,8,8,9,2
Clinical Psychologist,Medical & Healthcare,2,9,4,10,3,4,7,8,4,8,4
Theoretical Physicist,Pure Science & Research,4,10,3,1,5,8,8,8,3,5,2
Fashion Designer,Arts & Design,5,2,10,3,9,2,10,5,8,6,5
Public Relations Specialist,Media & Journalism,3,5,8,8,10,6,8,8,10,6,4
Art Director,Arts & Design,2,4,10,3,9,5,10,8,8,5,5
Research Chemist,Pure Science & Research,6,10,3,2,4,8,7,9,4,5,3
Theoretical Physicist,Pure Science & Research,5,10,4,3,4,8,10,10,2,6,3
Marine Captain,Skilled Trades & Construction,8,7,3,4,10,8,6,10,7,6,2
Cyber Security Analyst,Software & Tech,7,10,2,4,6,9,7,9,4,6,6
Civil Architect,Skilled Trades & Construction,6,8,9,4,7,7,10,8,6,7,2
Astronomer,Pure Science & Research,3,10,4,2,4,7,9,7,3,6,4
Chartered Accountant (CA),Business & Finance,1,6,1,4,5,10,6,10,4,6,5
Event Planner,Hospitality & Culinary,4,4,7,10,9,7,9,10,8,8,5
Pharmacist,Medical & Healthcare,5,9,1,7,6,10,6,10,6,6,3
Cinematographer,Arts & Design,6,4,10,4,7,3,8,7,6,7,4
Cardiothoracic Surgeon,Medical & Healthcare,8,9,2,9,7,6,8,10,5,6,4
Chartered Accountant (CA),Business & Finance,2,7,2,4,7,10,5,10,5,7,4
Cloud Solutions Architect,Software & Tech,5,9,3,6,6,6,7,8,6,7,4
UI/UX Designer,Arts & Design,3,6,10,8,5,5,10,5,5,7,5
Sports Data Analyst,Sports & Fitness,2,8,1,3,4,9,5,8,4,5,3
Environmental Scientist,Agriculture & Nature,6,10,4,4,5,5,7,7,5,6,3
Pastry Chef / Baker,Hospitality & Culinary,10,2,9,4,7,4,9,9,6,7,3
Professional Athlete,Sports & Fitness,10,4,5,7,8,1,7,7,9,6,4
Sports Data Analyst,Sports & Fitness,5,9,3,4,5,8,7,10,5,5,3
Army Officer,Defense & Military,10,6,3,7,9,7,4,9,8,4,2
Public Policy Analyst,Law & Public Policy,2,9,4,6,9,7,9,8,5,6,3
Event Planner,Hospitality & Culinary,4,5,6,8,9,8,8,9,8,7,6
Sports Physiotherapist,Sports & Fitness,8,7,4,9,4,4,7,9,8,9,3
Geologist,Agriculture & Nature,8,6,2,2,6,4,6,9,4,4,3
Pharmacist,Medical & Healthcare,6,9,2,6,6,10,6,9,4,8,2
Cinematographer,Arts & Design,8,5,10,4,8,3,9,6,5,6,4
Financial Analyst,Business & Finance,3,7,3,4,8,9,8,8,5,6,3
Police Detective,Defense & Military,8,9,4,6,8,7,8,8,8,5,3
Fashion Designer,Arts & Design,3,4,9,4,10,2,8,6,7,8,3
Intelligence Analyst,Defense & Military,4,10,2,3,7,7,6,9,4,5,3
Hotel General Manager,Hospitality & Culinary,3,4,3,9,10,8,6,9,9,9,5
Professional Athlete,Sports & Fitness,9,2,3,6,7,1,7,8,9,6,5
Interior Designer,Arts & Design,5,3,10,6,7,3,8,5,7,7,3
Career Counselor,Education & Social,2,6,5,9,7,6,8,7,9,8,3
Research Chemist,Pure Science & Research,7,9,3,3,4,8,8,10,4,6,4
Civil Architect,Skilled Trades & Construction,6,9,9,3,7,7,10,8,7,7,5
Hotel General Manager,Hospitality & Culinary,2,4,2,8,10,9,7,9,9,8,4
Investment Banker,Business & Finance,4,6,3,7,9,7,5,8,10,3,5
Army Officer,Defense & Military,9,5,1,7,10,8,6,10,8,4,1
Fashion Designer,Arts & Design,4,3,10,4,8,3,10,5,8,7,4
Investment Banker,Business & Finance,3,7,2,5,9,7,6,9,8,4,3
Sports Physiotherapist,Sports & Fitness,7,7,2,9,4,5,7,8,9,9,3
Public Relations Specialist,Media & Journalism,4,5,8,7,10,6,9,8,10,8,4
Astronomer,Pure Science & Research,5,10,3,2,5,8,9,7,2,5,2
Microbiologist,Pure Science & Research,6,9,2,4,5,7,8,9,5,5,4
Physiotherapist,Medical & Healthcare,9,8,3,9,5,4,7,7,8,9,3
Pastry Chef / Baker,Hospitality & Culinary,9,2,10,5,5,4,8,8,4,7,5
University Professor,Education & Social,2,10,5,9,6,5,9,8,8,6,2
Marketing Director,Business & Finance,2,5,8,8,10,5,8,7,10,6,3
Strength & Conditioning Coach,Sports & Fitness,10,6,2,7,6,6,7,7,10,7,3
Executive Chef,Hospitality & Culinary,7,4,8,6,9,3,8,7,6,5,4
Wildlife Conservationist,Agriculture & Nature,8,8,3,6,6,5,8,7,6,8,5
Event Planner,Hospitality & Culinary,3,5,7,9,10,6,8,8,8,8,4
Intelligence Analyst,Defense & Military,4,10,1,3,6,10,7,10,5,4,3
Research Chemist,Pure Science & Research,7,9,3,4,5,8,7,10,2,5,3
Mechanical Engineer,Engineering & Core,10,8,3,3,5,6,6,8,6,6,3
Sports Physiotherapist,Sports & Fitness,8,8,4,10,4,4,6,8,8,9,3
Pastry Chef / Baker,Hospitality & Culinary,9,3,8,4,6,4,8,8,6,6,3
Civil Engineer,Engineering & Core,8,9,4,4,6,6,6,10,7,5,4
UI/UX Designer,Arts & Design,2,6,9,6,5,5,8,5,5,7,2
Pediatrician,Medical & Healthcare,4,8,3,10,4,4,9,10,7,9,3
Sports Data Analyst,Sports & Fitness,3,8,1,2,5,10,8,9,3,6,3
Special Education Teacher,Education & Social,2,6,5,10,3,5,8,7,7,10,4
Pediatrician,Medical & Healthcare,4,9,3,9,5,4,8,9,10,10,4
Chartered Accountant (CA),Business & Finance,1,7,1,4,6,10,5,10,3,5,4
Strength & Conditioning Coach,Sports & Fitness,9,5,2,7,6,4,5,7,9,8,3
Chartered Accountant (CA),Business & Finance,3,6,1,3,6,10,6,9,5,7,5
Corporate Lawyer,Law & Public Policy,2,8,4,6,8,7,7,9,9,4,3
Special Education Teacher,Education & Social,3,6,6,9,3,6,7,9,7,10,4
Clinical Psychologist,Medical & Healthcare,2,8,4,10,2,4,7,8,5,8,3
Physiotherapist,Medical & Healthcare,7,9,2,10,6,4,6,8,9,7,3
Civil Engineer,Engineering & Core,8,9,6,3,7,7,7,7,7,6,3
Strength & Conditioning Coach,Sports & Fitness,10,6,3,9,6,4,5,9,9,7,3
Investigative Journalist,Media & Journalism,4,8,8,7,10,6,9,9,9,5,4
University Professor,Education & Social,2,10,5,7,6,5,9,8,8,6,3
Investigative Journalist,Media & Journalism,2,9,9,7,9,6,9,8,8,6,3
Event Planner,Hospitality & Culinary,4,4,7,9,9,8,7,9,9,8,5
Art Director,Arts & Design,3,5,8,6,7,4,9,8,7,6,5
Public Policy Analyst,Law & Public Policy,2,10,4,6,9,6,8,6,8,5,3
Agricultural Engineer,Agriculture & Nature,8,7,2,4,4,5,6,7,5,4,2
News Anchor,Media & Journalism,2,5,9,8,10,6,7,7,10,6,2
Environmental Scientist,Agriculture & Nature,7,7,2,5,6,6,9,7,6,5,3
